
Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.
This work was (partially) supported by the US National Virtual Observatory
development project, which is funded by the National Science Foundation
under cooperative agreement AST0122449 with The Johns Hopkins University.


queryDateTime:2016-09-02T17:47:59PDT



Main Information Table for Searching NED within 500.000 arcmin of 194.950000, 27.980000



Equinox:J2000.0



CoordSystem:Equatorial

No.	Object Name	RA(deg)	DEC(deg)	Type	Velocity	Redshift	Redshift Flag	Magnitude and Filter	Distance (arcmin)	References	Notes	Photometry Points	Positions	Redshift Points	Diameter Points	Associations
919	KUG 1300+276	195.81894 	  27.33213 	G	 10733	 0.035800 	    	16.1g	 60.362	24	0	32	7	2	6	0
920	IC 3913	194.11906 	  27.29128 	G	  7525	 0.025101 	    	15.3g	 60.485	97	1	70	11	13	9	0
921	CGCG 1253.1+2756	193.86580 	  27.65613 	G	  7051	 0.023520 	    	14.8g	 60.727	45	0	43	9	7	8	0
922	SDSS J125749.05+270403.4	194.45442 	  27.06764 	G	 11851	 0.039530 	    	19.14	 60.761	7	0	27	4	0	4	0
923	III Zw 069	195.65563 	  27.17614 	G	  5497	 0.018336 	    	16.33	 61.111	16	1	30	4	1	6	0
924	SDSS J125727.52+270605.3	194.36469 	  27.10149 	G	  5576	 0.018600 	    	20.2g	 61.221	4	0	27	3	0	4	0
925	SDSS J125635.49+271430.3	194.14791 	  27.24176 	G	  5606	 0.018700 	    	19.50	 61.486	9	0	19	3	1	4	0
926	SDSS J130001.18+265721.9	195.00496 	  26.95611 	G	  7173	 0.023927 	    	17.5g	 61.503	8	0	21	3	2	4	0
927	2MASX J12594482+2657172	194.93699 	  26.95480 	G	 10271	 0.034262 	    	17.4g	 61.516	9	0	36	4	4	6	0
928	SDSS J125830.83+265941.7	194.62850 	  26.99494 	G	  7453	 0.024859 	    	17.8g	 61.531	12	0	15	4	4	0	0
929	CGCG 160-059	194.55554 	  28.94811 	G	  7675	 0.025600 	    	14.9g	 61.700	45	0	60	10	10	10	0
930	2MASX J12575662+2702144	194.48612 	  27.03744 	G	  7419	 0.024747 	    	16.1g	 61.706	22	1	42	6	4	6	0
931	SDSS J125520.92+274008.9	193.83719 	  27.66915 	G	  7105	 0.023700 	    	18.41	 61.924	7	0	18	3	0	4	0
932	SDSS J125904.63+265729.4	194.76934 	  26.95819 	G	  8111	 0.027054 	    	17.4g	 62.059	9	0	26	5	3	4	0
933	2MASX J12552652+2736149	193.86067 	  27.60411 	G	  6794	 0.022662 	    	18.06	 62.063	8	0	17	5	1	2	0
934	ABELL 1656:[EF2011] 0180	195.15527 	  26.95979 	G	  2057	 0.006860 	PHOT	22.8g	 62.180	1	0	0	0	1	0	0
935	SPRC 127	194.61602 	  28.97414 	G	  7140	 0.023816 	    	16.0g	 62.195	14	0	54	7	6	10	0
936	SDSS J125515.72+281506.9	193.81555 	  28.25194 	G	  6308	 0.021041 	    	18.3g	 62.212	6	0	21	3	2	4	0
937	2MASX J13034485+2832449	195.93683 	  28.54591 	G	  7733	 0.025796 	    	16.9g	 62.230	9	0	34	5	3	6	0
938	KUG 1254+274	194.14433 	  27.22756 	G	  7197	 0.024007 	    	14.87	 62.235	28	1	36	7	2	6	0
939	SDSS J130323.44+271825.0	195.84777 	  27.30674 	G	  5576	 0.018601 	    	18.31	 62.519	6	0	10	4	0	0	0
940	2MASX J13020438+2853399	195.51845 	  28.89458 	G	  8152	 0.027192 	    	15.7g	 62.536	21	0	54	6	5	10	0
941	NGC 4807A	193.87758 	  27.54427 	G	  7024	 0.023429 	    	16.1g	 62.653	18	1	37	5	4	6	0
942	SDSS J125504.99+280345.0	193.77081 	  28.06253 	G	  6262	 0.020887 	    	18.75	 62.653	5	0	19	2	0	4	0
943	2MASX J12551389+2742319	193.80778 	  27.70890 	G	  6647	 0.022172 	    	16.9g	 62.743	13	0	28	4	4	6	0
944	SDSS J125532.41+273130.4	193.88505 	  27.52512 	G	  7144	 0.023830 	    	20.56	 62.788	4	0	25	3	0	4	0
945	2MASX J12571193+2706118	194.29983 	  27.10333 	G	  7272	 0.024257 	    	16.9g	 62.953	17	0	24	5	4	2	0
946	SDSS J130225.64+285129.0	195.60688 	  28.85807 	G	  6693	 0.022324 	    	16.9g	 63.064	34	3	51	7	5	8	0
947	NGC 4827	194.18138 	  27.17864 	G	  7630	 0.025451 	    	13.8g	 63.109	133	1	56	15	15	10	0
948	IC 0842	195.16480 	  29.01942 	G	  7289	 0.024313 	    	14.5g	 63.385	124	1	100	12	11	15	0
949	NGC 4807	193.87127 	  27.52143 	G	  6989	 0.023313 	    	14.1g	 63.545	113	2	47	9	11	9	0
950	SDSS J125623.75+271402.3	194.09900 	  27.23400 	G	  6045	 0.020165 	    	17.3g	 63.645	16	0	19	4	3	4	0
951	SDSS J125755.77+270001.4	194.48238 	  27.00041 	G	 11872	 0.039600 	    	20.1g	 63.828	4	0	19	2	0	4	0
952	2MASX J12573656+2701528	194.40226 	  27.03137 	G	  7339	 0.024480 	    	15.6g	 63.947	22	0	39	5	6	6	0
953	SDSS J130413.87+273336.3	196.05780 	  27.56009 	G	  6979	 0.023281 	    	18.2g	 63.982	8	0	17	3	1	4	0
954	SDSS J125655.80+270711.1	194.23253 	  27.11976 	G	  5486	 0.018300 	    	20.25	 64.193	5	0	18	2	0	4	0
955	SDSS J125705.75+270520.6	194.27399 	  27.08906 	G	  7525	 0.025100 	    	19.95	 64.429	6	0	18	2	0	4	0
956	GALEXASC J125734.66+270131.5  	194.39333 	  27.02540 	G	  5846	 0.019500 	    	19.35	 64.484	5	0	14	4	0	0	0
957	SDSS J125455.58+280400.6	193.73163 	  28.06686 	G	  6314	 0.021061 	    	18.2g	 64.741	6	0	6	3	2	0	0
958	SDSS J125604.20+271707.9	194.01753 	  27.28554 	G	  5800	 0.019347 	    	18.54	 64.753	12	0	28	4	0	4	0
959	2MASX J12545674+2807345	193.73652 	  28.12626 	G	  6305	 0.021031 	    	17.54	 64.851	8	0	30	4	3	6	0
960	2MASX J13002172+2654215	195.09051 	  26.90603 	G	 11746	 0.039179 	    	16.4g	 64.871	8	0	26	3	1	6	0
961	NGC 4892	195.01470 	  26.89812 	G	  5903	 0.019690 	    	14.2g	 65.004	84	0	47	8	12	10	0
962	GALEXASC J130331.11+284126.0  	195.87945 	  28.69043 	G	  6715	 0.022400 	    	18.59	 65.010	7	0	10	4	0	0	0
963	KUG 1301+277	196.04687 	  27.49044 	G	  5317	 0.017736 	    	14.67	 65.237	19	0	34	7	1	6	0
964	SDSS J125812.99+265658.1	194.55416 	  26.94950 	G	  6655	 0.022200 	    	19.47	 65.323	6	0	23	2	0	4	0
965	SDSS J130431.34+281806.9	196.13063 	  28.30192 	G	  7795	 0.026000 	    	17.7g	 65.382	13	0	25	3	4	4	0
966	CGCG 160-016	193.84404 	  28.46790 	G	  7010	 0.023383 	    	15.5g	 65.387	28	0	56	8	5	10	0
967	SDSS J125627.93+271029.9	194.11640 	  27.17499 	G	  8784	 0.029300 	    	19.91	 65.561	4	0	23	2	0	4	0
968	SDSS J125918.27+265323.5	194.82617 	  26.88989 	G	  5466	 0.018232 	    	17.8g	 65.738	7	0	10	5	3	0	0
969	2MASX J13043693+2815016	196.15375 	  28.25052 	G	  5630	 0.018778 	    	17.85	 65.738	8	0	34	5	1	6	0
970	SDSS J130416.46+273022.9	196.06885 	  27.50626 	G	  7086	 0.023637 	    	18.15	 65.863	9	0	6	4	1	0	0
971	2MASX J12572144+2701228	194.33954 	  27.02300 	G	  8009	 0.026715 	    	17.0g	 65.974	14	0	38	5	1	6	0
972	2MASX J12580560+2901035	194.52342 	  29.01736 	G	  7703	 0.025694 	    	17.0g	 66.181	15	0	39	7	4	6	0
973	CGCG 160-031	194.20690 	  27.09392 	G	  6934	 0.023129 	    	15.4g	 66.253	54	1	50	7	6	8	0
974	2MASX J13014399+2859587	195.43325 	  28.99955 	G	  6386	 0.021300 	    	15.7g	 66.269	28	0	47	5	5	10	0
975	2MASX J13041840+2828052	196.07677 	  28.46814 	G	  7740	 0.025818 	    	15.7g	 66.379	23	0	34	5	9	6	1
976	SDSS J130441.67+281339.1	196.17365 	  28.22754 	G	  7208	 0.024042 	    	18.64	 66.443	7	0	24	5	1	4	0
977	SDSS J125820.27+265514.2	194.58449 	  26.92065 	G	  6835	 0.022800 	    	18.29	 66.474	12	0	29	4	0	4	0
978	SDSS J130047.55+290402.0	195.19817 	  29.06725 	G	  7524	 0.025099 	    	17.7g	 66.534	8	0	30	5	1	4	0
979	SDSS J125526.96+272520.9	193.86236 	  27.42251 	G	  7184	 0.023964 	    	18.1g	 66.762	8	0	22	4	3	4	0
980	SDSS J125834.09+265359.4	194.64204 	  26.89986 	G	  8124	 0.027100 	    	19.73	 66.851	7	0	23	2	0	4	0
981	2MASX J12545774+2818305	193.74070 	  28.30843 	G	  6304	 0.021028 	    	16.2g	 66.945	11	0	30	4	5	6	0
982	SDSS J125758.61+265621.3	194.49424 	  26.93927 	G	  7638	 0.025477 	    	18.2g	 66.992	5	0	24	3	2	4	0
983	SDSS J125709.16+270146.1	194.28818 	  27.02948 	G	  7015	 0.023400 	    	20.09	 67.030	5	0	27	3	0	4	0
984	2MASX J12580682+2902045	194.52854 	  29.03458 	G	  7277	 0.024275 	    	17.2g	 67.063	11	0	44	3	2	10	0
985	SDSS J130443.33+281505.6	196.18055 	  28.25157 	G	  6585	 0.021965 	    	18.33	 67.128	7	0	25	5	1	4	0
986	2MASX J13021939+2857099	195.58090 	  28.95267 	G	 10373	 0.034600 	    	16.5g	 67.181	13	0	54	5	3	10	0
987	SDSS J125743.71+290011.5	194.43215 	  29.00321 	G	  6930	 0.023115 	    	17.7g	 67.192	4	0	35	2	2	8	1
988	KISSR 0156	194.43167 	  29.00331 	G	  6895	 0.023000 	:   	18.09	 67.207	7	1	6	2	1	0	1
989	ABELL 1656:[GMP83] 5282	194.18083 	  27.08811 	G	  5066	 0.016900 	    	19.30	 67.367	4	0	3	1	0	0	0
990	SDSS J125537.58+272029.0	193.90661 	  27.34140 	G	  6332	 0.021121 	    	19.66	 67.399	6	0	21	2	0	4	0
991	SDSS J130413.12+283232.8	196.05470 	  28.54245 	G	  8116	 0.027071 	    	17.6g	 67.432	10	0	37	4	2	8	0
992	KISSRx 012	195.29000 	  29.06553 	G	  8364	 0.027900 	    	18.06	 67.553	7	0	2	2	1	0	0
993	SDSS J130109.83+290357.9	195.29100 	  29.06611 	G	  8429	 0.028117 	    	17.7g	 67.601	4	0	20	1	2	4	0
994	SDSS J125722.92+265915.9	194.34550 	  26.98775 	G	  8358	 0.027879 	    	17.4g	 67.673	9	0	10	3	2	0	0
995	SDSS J125441.85+280245.4	193.67443 	  28.04596 	G	  7680	 0.025617 	    	17.2g	 67.683	8	0	21	4	4	4	0
996	CGCG 160-052	194.51320 	  26.91598 	G	  8238	 0.027479 	    	15.4g	 67.946	40	0	44	8	5	6	0
997	SDSS J125524.52+283416.4	193.85219 	  28.57125 	G	  7802	 0.026024 	    	18.2g	 67.996	6	0	44	5	1	8	0
998	SDSS J130415.77+283243.3	196.06571 	  28.54538 	G	  8385	 0.027968 	    	18.1g	 68.024	6	0	25	4	3	4	0
999	SDSS J130322.58+284747.4	195.84415 	  28.79653 	G	  7909	 0.026381 	    	18.2g	 68.027	7	0	45	6	2	8	0
1000	2MASX J12574417+2901134	194.43380 	  29.02038 	G	  7935	 0.026469 	    	16.5g	 68.099	13	0	54	6	3	10	0
1001	SDSS J125647.00+270324.9	194.19586 	  27.05693 	G	  6386	 0.021300 	    	18.94	 68.394	12	0	29	4	0	4	0
1002	SDSS J125706.99+285730.1	194.27917 	  28.95836 	G	  8270	 0.027587 	    	18.1g	 68.540	6	0	26	4	1	4	0
1003	SDSS J125718.55+265846.4	194.32729 	  26.97958 	G	  7307	 0.024375 	    	18.3g	 68.569	12	0	14	3	2	0	0
1004	2MASX J13044934+2816095	196.20570 	  28.26945 	G	  6819	 0.022745 	    	17.16	 68.677	8	0	34	5	1	6	0
1005	SDSS J130120.07+265312.2	195.33370 	  26.88670 	G	  8094	 0.027000 	    	18.16	 68.707	7	0	2	3	1	0	2
1006	IC 4088	195.43072 	  29.04467 	G	  7095	 0.023666 	    	14.5g	 68.724	123	2	99	11	18	15	0
1007	SDSS J125642.03+270339.5	194.17513 	  27.06100 	G	  7495	 0.025000 	    	20.13	 68.850	5	0	18	2	0	4	0
1008	MAPS-NGP O_323_0658648	194.45583 	  29.04503 	GPair	  6895	 0.023000 	    	19.44	 69.009	5	0	2	2	0	0	0
1009	KUG 1254+291	194.21090 	  28.92984 	G	  8064	 0.026900 	    	15.1g	 69.050	61	1	73	11	11	14	0
1010	2MASX J12595432+2649112	194.97640 	  26.81998 	G	  7994	 0.026665 	    	16.4g	 69.616	13	0	31	3	4	6	0
1011	2MASX J12564353+2702048	194.18133 	  27.03476 	G	  5586	 0.018633 	    	16.3g	 69.927	20	0	38	6	1	6	0
1012	CGCG 159-119	193.72369 	  28.41698 	G	  7425	 0.024767 	    	15.1g	 69.945	33	0	33	7	6	8	0
1013	IC 3900	193.92208 	  27.25076 	G	  7115	 0.023733 	    	14.6g	 70.006	86	1	44	12	11	10	0
1014	2MASX J12550081+2728599	193.75349 	  27.48338 	G	  6975	 0.023266 	    	16.6g	 70.183	13	0	32	5	6	6	0
1015	GALEXASC J130157.06+290301.6  	195.48811 	  29.04993 	G	  7195	 0.024000 	    	19.18	 70.185	5	0	9	3	0	0	0
1016	SDSS J125642.42+270151.6	194.17677 	  27.03101 	G	  7645	 0.025500 	    	20.6g	 70.252	5	0	18	2	0	4	0
1017	SDSS J125531.59+271723.3	193.88163 	  27.28982 	G	  8736	 0.029140 	PHOT	18.5r	 70.284	2	0	10	2	1	0	0
1018	2MASX J12560395+2709019	194.01656 	  27.15044 	G	  7337	 0.024474 	    	17.2g	 70.302	15	0	36	5	3	6	0
1019	[STE2000] 130208.38+284655.4  	196.13410 	  28.51426 	G	 11092	 0.037000 	    	18.53	 70.317	2	0	0	0	0	0	0
1020	2MASX J12563203+2703200	194.13351 	  27.05559 	G	  6130	 0.020447 	    	15.5g	 70.455	24	0	28	4	5	6	0
1021	SDSS J125823.99+290654.5	194.59998 	  29.11515 	G	  9324	 0.031100 	    	19.2g	 70.563	4	0	19	2	0	4	0
1022	NGC 4859	194.75762 	  26.81567 	G	  7164	 0.023896 	    	14.3g	 70.608	69	0	58	8	6	11	0
1023	SDSS J125442.05+273820.2	193.67526 	  27.63897 	G	  8640	 0.028820 	    	18.46	 70.677	7	0	17	3	1	4	0
1024	SDSS J125718.98+265615.3	194.32910 	  26.93760 	G	  7645	 0.025500 	    	18.94	 70.742	9	0	4	3	1	0	0
1025	2MASX J12543742+2741305	193.65596 	  27.69201 	G	  8453	 0.028196 	    	17.69	 70.799	12	0	26	3	4	6	0
1026	SDSS J130147.07+290436.0	195.44613 	  29.07670 	G	  6922	 0.023090 	    	17.6g	 70.809	5	0	43	4	1	8	0
1027	SDSS J125544.29+284516.6	193.93454 	  28.75464 	G	  8249	 0.027515 	    	17.3g	 70.953	6	0	30	5	2	4	0
1028	2MASX J13032314+2851514	195.84643 	  28.86418 	G	  6569	 0.021913 	    	16.4g	 71.076	15	0	53	6	3	10	0
1029	UGC 08080	194.50993 	  26.85952 	G	  7338	 0.024477 	    	14.96	 71.197	49	3	46	9	7	11	0
1030	SDSS J125922.10+264749.5	194.84210 	  26.79711 	G	  6476	 0.021600 	    	17.3g	 71.206	10	0	23	4	1	4	0
1031	CGCG 160-062	194.57583 	  29.12806 	GPair	  7879	 0.026281 	    	15.0 	 71.650	16	0	9	3	2	1	3
1032	CGCG 160-062 NED01	194.57599 	  29.12880 	G	  7909	 0.026382 	    	15.1g	 71.691	33	0	47	6	9	10	1
1033	SDSS J125451.34+272940.1	193.71390 	  27.49450 	G	  7015	 0.023400 	    	19.22	 71.816	5	0	2	2	0	0	0
1034	SDSS J125524.44+271649.6	193.85188 	  27.28048 	G	  6535	 0.021800 	    	19.00	 71.896	8	0	23	3	0	4	0
1035	2MASX J13051252+2809083	196.30213 	  28.15244 	G	  6525	 0.021766 	    	16.7g	 72.331	7	0	26	3	1	6	1
1036	SDSS J130106.79+264834.2	195.27835 	  26.80949 	G	  6884	 0.022964 	    	18.38	 72.376	7	0	17	3	1	4	0
1037	UGC 08069	194.29748 	  29.04507 	G	  7525	 0.025100 	    	14.6g	 72.576	69	2	66	7	8	15	0
1038	2MFGC 10196	193.63828 	  27.63276 	G	  7372	 0.024590 	    	15.6g	 72.665	18	0	26	3	5	6	0
1039	SDSS J130504.03+273836.3	196.26668 	  27.64349 	G	 10902	 0.036364 	    	17.43	 72.733	8	0	10	5	1	0	0
1040	2MASX J12541954+2805281	193.58140 	  28.09132 	G	  6773	 0.022592 	    	16.54	 72.787	11	0	30	4	2	6	0
1041	IC 0843	195.39000 	  29.13061 	G	  7387	 0.024640 	    	14.4g	 72.826	93	0	69	12	12	15	0
1042	SDSS J130240.95+290101.1	195.67065 	  29.01698 	G	 10403	 0.034700 	    	19.32	 72.905	7	0	26	4	0	4	0
1043	CGCG 160-045	194.42931 	  26.85240 	G	  6408	 0.021375 	    	15.4 	 73.119	38	0	44	8	5	6	0
1044	NGC 4797	193.72987 	  27.41271 	G	  7863	 0.026228 	    	13.8g	 73.213	93	1	60	12	9	11	0
1045	2MASX J12542275+2744401	193.59477 	  27.74450 	G	  7102	 0.023690 	    	17.2g	 73.262	11	0	26	3	1	6	0
1046	2MFGC 10192	193.56983 	  28.07660 	G	  6987	 0.023306 	    	16.4g	 73.327	16	0	30	4	1	6	1
1047	SDSS J125755.24+264950.8	194.48017 	  26.83078 	G	  8244	 0.027500 	    	20.38	 73.354	4	0	18	2	0	4	0
1048	CGCG 159-114	193.63733 	  28.37678 	G	  7033	 0.023460 	    	14.9g	 73.394	42	0	39	9	8	10	0
1049	SDSS J125700.81+265516.2	194.25338 	  26.92119 	G	  6805	 0.022700 	    	19.95	 73.563	4	0	27	3	0	4	0
1050	SDSS J125611.80+285500.3	194.04920 	  28.91677 	G	  7045	 0.023500 	    	19.39	 73.603	5	0	17	3	0	4	0
1051	SDSS J130426.67+271821.0	196.11114 	  27.30586 	G	  5549	 0.018510 	    	     	 73.790	4	0	0	0	0	0	0
1052	KUG 1302+275	196.11063 	  27.30431 	G	  5500	 0.018346 	    	15.14	 73.818	80	0	70	12	9	10	0
1053	SDSS J125707.22+290346.0	194.28011 	  29.06279 	G	  7587	 0.025308 	    	18.4g	 73.945	6	0	41	4	1	8	0
1054	SDSS J130121.74+264747.7	195.34061 	  26.79659 	G	  8511	 0.028390 	    	18.61	 73.991	4	0	21	3	0	4	0
1055	SDSS J125745.66+290747.9	194.44029 	  29.12999 	G	  7504	 0.025031 	    	18.1g	 74.044	8	0	45	5	1	8	0
1056	AGC 221155	194.25276 	  29.05402 	G	  7516	 0.025071 	    	20.44	 74.188	3	0	0	1	0	0	0
1057	NGC 4819	194.11608 	  26.98733 	G	  6463	 0.021558 	    	14.1 	 74.281	105	7	68	11	8	10	0
1058	KUG 1302+288A	196.14901 	  28.62773 	G	  6694	 0.022329 	    	16.0g	 74.312	37	1	54	6	3	10	0
1059	SDSS J125443.46+272719.4	193.68117 	  27.45543 	G	  7836	 0.026138 	    	17.6g	 74.381	6	0	19	2	1	4	1
1060	2MASX J13004763+2912026	195.19847 	  29.20079 	G	  9294	 0.031000 	    	17.3g	 74.408	14	0	54	6	3	10	0
1061	CGCG 160-035	194.25675 	  29.06262 	G	  7495	 0.025000 	    	15.2g	 74.532	39	0	57	8	7	10	0
1062	SDSS J130503.30+273213.3	196.26377 	  27.53706 	G	  6603	 0.022025 	    	17.0g	 74.645	12	0	25	5	1	4	0
1063	SDSS J125839.93+264534.2	194.66637 	  26.75950 	G	  7467	 0.024907 	    	16.86	 74.773	25	1	13	4	1	0	0
1064	2MASX J13051287+2737493	196.30373 	  27.63051 	G	 10703	 0.035701 	    	16.8g	 74.843	8	0	26	3	0	6	0
1065	2MASX J12540994+2805331	193.54162 	  28.09251 	G	  6333	 0.021125 	    	15.2g	 74.891	19	0	30	5	5	6	0
1066	SDSS J125807.07+264713.6	194.52950 	  26.78714 	G	  7255	 0.024200 	    	17.77	 74.996	10	0	27	4	1	4	0
1067	2MASX J12574705+2908584	194.44600 	  29.14951 	G	  7151	 0.023853 	    	15.7g	 75.028	22	0	54	7	4	10	0
1068	SDSS J125549.77+270519.8	193.95739 	  27.08886 	G	  6847	 0.022839 	    	18.1g	 75.152	6	0	25	3	2	4	0
1069	SDSS J125953.60+291359.3	194.97334 	  29.23315 	G	  7135	 0.023800 	    	19.04	 75.199	5	0	25	4	0	4	0
1070	SDSS J125444.97+272439.8	193.68739 	  27.41107 	G	  7748	 0.025843 	    	18.90	 75.263	7	0	21	4	3	4	0
1071	SDSS J125810.08+264636.1	194.54204 	  26.77671 	G	  6745	 0.022500 	    	19.43	 75.398	6	0	26	2	0	4	0
1072	NGC 4821	194.12139 	  26.95701 	G	  7056	 0.023536 	    	14.7g	 75.586	60	2	45	10	9	9	0
1073	SDSS J130238.68+290432.1	195.66121 	  29.07561 	G	  6659	 0.022211 	    	18.3g	 75.676	6	0	25	4	1	4	0
1074	2MASX J13034217+2854199	195.92589 	  28.90551 	G	  6685	 0.022300 	    	15.9g	 75.725	18	0	34	5	6	6	0
1075	ARK 395	194.21308 	  26.89894 	G	  6249	 0.020844 	    	15.1g	 75.809	56	2	48	9	8	8	0
1076	NGC 4957	196.30163 	  27.56976 	G	  6909	 0.023046 	    	14.01	 75.858	109	3	49	11	10	10	0
1077	SDSS J125910.20+264313.3	194.79252 	  26.72039 	G	  7340	 0.024485 	    	17.8g	 76.041	6	0	25	4	3	4	0
1078	SDSS J130522.91+274043.4	196.34547 	  27.67874 	G	  6840	 0.022816 	    	19.05	 76.218	4	0	17	3	0	4	0
1079	2MASX J13014331+2910417	195.43053 	  29.17836 	G	  7075	 0.023600 	    	17.2g	 76.229	13	0	53	6	4	10	0
1080	2MASX J13050844+2730463	196.28525 	  27.51281 	G	  7177	 0.023940 	    	16.94	 76.243	12	0	19	5	1	2	0
1081	SDSS J130203.34+290901.7	195.51393 	  29.15049 	G	  8071	 0.026921 	    	18.2g	 76.258	6	0	41	4	1	8	0
1082	KISSB 118	196.09265 	  28.76410 	G	  5528	 0.018440 	    	20.28	 76.499	9	0	0	1	1	0	0
1083	2MASX J12563598+2654168	194.15006 	  26.90478 	G	  7915	 0.026400 	    	17.91	 77.306	14	0	42	5	1	6	0
1084	ABELL 1656:[GMP83] 6160	193.78842 	  27.20511 	G	  7893	 0.026328 	    	16.50	 77.310	4	0	2	1	1	0	0
1085	SDSS J125520.78+270858.9	193.83664 	  27.14968 	G	  6272	 0.020921 	    	18.0g	 77.386	8	0	22	4	3	4	0
1086	SDSS J125936.08+291619.4	194.90034 	  29.27206 	G	  8154	 0.027200 	    	19.74	 77.568	4	0	23	3	0	4	0
1087	SDSS J130429.13+284551.0	196.12141 	  28.76418 	G	  8034	 0.026800 	    	19.3g	 77.705	6	0	23	3	0	4	0
1088	SDSS J130449.27+283940.2	196.20530 	  28.66118 	G	  7877	 0.026276 	    	17.0g	 77.887	8	0	25	5	3	4	0
1089	KUG 1301+290	196.09452 	  28.81077 	G	  7920	 0.026418 	    	15.4g	 78.319	78	3	50	9	11	8	1
1090	CGCG 160-084	195.12147 	  26.67536 	G	  7200	 0.024017 	    	15.1 	 78.810	33	0	31	7	6	6	0
1091	SDSS J130416.82+285102.6	196.07009 	  28.85074 	G	  7509	 0.025047 	    	18.83	 78.887	16	1	30	4	1	4	0
1092	KUG 1251+284	193.47606 	  28.18776 	G	  7693	 0.025661 	    	16.0g	 79.013	12	0	39	5	5	8	0
1093	SDSS J125500.45+271137.8	193.75192 	  27.19385 	G	  7435	 0.024800 	    	19.11	 79.272	6	0	21	3	0	4	0
1094	SDSS J125437.04+271903.0	193.65437 	  27.31753 	G	  7506	 0.025036 	    	18.2g	 79.508	6	0	6	3	2	0	0
1095	I Zw 051	196.45357 	  28.10654 	G	  7313	 0.024394 	    	16.55	 79.983	14	1	34	4	1	6	0
1096	KISSB 120	196.27685 	  28.64129 	G	  5546	 0.018500 	    	18.21	 80.539	11	1	6	2	1	0	1
1097	2MASX J12542473+2721500	193.60310 	  27.36396 	G	  7839	 0.026147 	    	16.8g	 80.551	14	0	30	4	3	6	0
1098	SDSS J130506.63+283828.1	196.27767 	  28.64114 	G	  5442	 0.018153 	    	17.8g	 80.572	5	0	20	1	2	4	1
1099	NGC 4961	196.44819 	  27.73413 	G	  2535	 0.008456 	    	13.7B	 80.831	133	5	57	13	19	11	1
1100	SDSS J125344.47+274917.5	193.43535 	  27.82153 	G	  4926	 0.016433 	    	18.41	 80.876	6	0	17	3	0	4	0
1101	SDSS J125601.98+265514.9	194.00828 	  26.92082 	G	  5730	 0.019114 	    	17.9g	 80.949	9	0	23	4	3	4	0
1102	2MASX J13055345+2806447	196.47287 	  28.11244 	G	  7439	 0.024814 	    	16.2g	 81.032	9	0	34	4	2	6	0
1103	SDSS J130517.54+283457.7	196.32317 	  28.58272 	G	  7817	 0.026074 	    	17.8g	 81.067	8	0	25	5	2	4	0
1104	SDSS J125344.06+274651.0	193.43364 	  27.78085 	G	  6640	 0.022149 	    	17.66	 81.303	11	0	17	3	1	4	0
1105	2MASX J13055314+2747447	196.47144 	  27.79571 	G	  7809	 0.026048 	    	17.4g	 81.439	7	0	34	4	1	6	0
1106	SDSS J125355.36+282338.0	193.48073 	  28.39387 	G	  7426	 0.024771 	    	17.3g	 81.572	7	0	21	4	3	4	0
1107	LSBC D508-01	196.45726 	  27.71097 	G	  2527	 0.008429 	    	17.0 	 81.576	7	0	0	0	0	0	4
1108	SDSS J130333.43+290337.7	195.88929 	  29.06050 	G	  7572	 0.025257 	    	17.6g	 81.577	6	0	43	4	2	8	0
1109	SDSS J130515.38+283735.1	196.31411 	  28.62643 	G	  6574	 0.021929 	    	17.3g	 81.836	15	1	39	3	3	8	0
1110	2MASX J12580926+2639505	194.53858 	  26.66410 	G	  7314	 0.024397 	    	17.14	 81.943	12	0	28	3	1	6	0
1111	CGCG 160-107	195.51750 	  29.25345 	G	  7315	 0.024400 	    	14.5g	 82.045	70	0	70	10	12	13	0
1112	2MASX J12562871+2908140	194.11967 	  29.13708 	G	  9493	 0.031664 	    	17.1g	 82.064	12	0	38	5	3	6	0
1113	NGC 4922 NED01	195.35215 	  29.30837 	G	  7153	 0.023860 	    	15.00	 82.467	75	2	59	5	8	6	0
1114	2MASX J12533783+2747029	193.40781 	  27.78430 	G	  5109	 0.017042 	    	14.21	 82.627	18	0	26	3	5	6	0
1115	NGC 4922	195.35375 	  29.31111 	GPair	  7071	 0.023586 	    	14.2 	 82.648	137	5	62	9	16	5	0
1116	NGC 4922 NED02	195.35526 	  29.31377 	G	  6946	 0.023169 	    	14.9g	 82.822	79	2	73	9	11	8	0
1117	2MASX J13050256+2844204	196.26058 	  28.73900 	G	  8413	 0.028063 	    	16.1g	 82.837	27	0	39	9	7	6	0
1118	SDSS J125553.40+290357.2	193.97250 	  29.06591 	G	  9863	 0.032900 	    	17.9g	 83.069	5	0	25	4	0	4	0
1119	2MASX J12572677+2641378	194.36158 	  26.69391 	G	  7248	 0.024177 	    	17.1g	 83.295	12	0	36	5	3	6	0
1120	2MASX J12533558+2745319	193.39819 	  27.75876 	G	  7463	 0.024894 	    	16.2g	 83.372	11	0	26	2	2	6	0
1121	NGC 4788	193.56679 	  27.30369 	G	  6413	 0.021391 	    	15.3 	 83.974	50	0	23	9	6	3	0
